0.1422
0.1497
0.157
0.1664
0.1776
0.1889
0.199
0.2105
0.2198
0.2316
0.2412
0.2475
0.256
0.2672
0.274
0.2874
0.2875
0.3063
0.3182
0.3345
0.3456
0.3624
0.3678
0.3921
0.4034
0.4241
0.4197
0.4468
0.4444
0.4685
0.4699
0.4941
0.4963
0.5108
0.5183
0.5328
0.5357
0.5546
0.5575
0.5691
0.5674
0.5747
0.5678
0.5741
0.5653
0.5656
0.5665
0.5703
0.5623
0.5604
0.5531
0.5569
0.5518
0.546
0.5462
0.536
0.5228
0.5159
0.5079
0.4978
0.4758
0.4693
0.4607
0.442
0.4269
0.4118
0.387
0.3712
0.3541
0.337
0.3217
0.3041
0.2883
0.2658
0.2533
0.2373
0.2279
0.2199
0.2086
0.2021
0.1962
0.1947
0.1965
0.1961
0.1983
0.2011
0.2039
0.2052
0.2072
0.2113
